#curie_map:
#  fish: http://purl.org/heritagedata/
#  fish_tbm: http://purl.org/heritagedata/schemes/eh_tbm
#  fish_com: http://purl.org/heritagedata/schemes/eh_com
#  fish_obj: http://purl.org/heritagedata/schemes/mda_obj
#  fish_tmc: http://purl.org/heritagedata/schemes/eh_tmc
#  fish_tmt2: http://purl.org/heritagedata/schemes/eh_tmt2
#  aat: http://vocab.getty.edu/aat/
#  skos: http://www.w3.org/2004/02/skos/core#
#  orcid: https://orcid.org/
#  github: https://github.com/
#mapping_set_id: https://raw.githubusercontent.com/LasseMempel/thesaurusscience/main/Mappings/ads_eh_tmt2_aat.sssom.tsv
#mapping_set_title: ADS Monuments → Getty AAT crosswalk (ARIADNE)
#mapping_set_description: FISH-thesaurus-to-AAT concept crosswalk compiled by the Archaeology Data Service (ADS) for the ARIADNE project, extracted from the project's published PDF table.
#license: https://creativecommons.org/licenses/by/4.0/
#mapping_date: 2019-01-29
#publication_date: 2026-09-10
#creator_id: orcid:0009-0001-5183-1635
#creator_label: Lasse Mempel-Länger
#mapping_provider: https://ror.org/04w1khd64
#mapping_tool: build_aat_mappings.py (PDF table extraction)
#mapping_tool_id: github:LasseMempel/thesaurusscience/blob/main/Scripts/build_aat_mappings.py
#subject_source: fish_tmt2:
#object_source: aat:
#see_also: http://legacy.ariadne-infrastructure.eu/wp-content/uploads/2019/01/ARIADNE_ADS_AAT_Mappings.pdf
subject_id	predicate_id	object_id	mapping_justification	subject_label	object_label	comment
fish_tmt2:/concepts/71767	skos:broadMatch	aat:300004900	semapv:UnspecifiedMatching	AISLED BARN	barns	
fish_tmt2:/concepts/100228	skos:broadMatch	aat:300247461	semapv:UnspecifiedMatching	AISLED BUILDING	hall houses	
fish_tmt2:/concepts/94115	skos:closeMatch	aat:300247461	semapv:UnspecifiedMatching	AISLED HALL HOUSE	hall houses	
fish_tmt2:/concepts/140533	skos:broadMatch	aat:300006951	semapv:UnspecifiedMatching	Alan Williams Turret	field fortifications	
fish_tmt2:/concepts/68709	skos:exactMatch	aat:300006745	semapv:UnspecifiedMatching	ALMSHOUSE	almshouses (buildings)	
fish_tmt2:/concepts/140084	skos:exactMatch	aat:300386968	semapv:UnspecifiedMatching	ANCHORAGE (MARITIME)	anchorages	
fish_tmt2:/concepts/68812	skos:broadMatch	aat:300004862	semapv:UnspecifiedMatching	ANGLE TOWER	defensive towers	
fish_tmt2:/concepts/91036	skos:closeMatch	aat:300007501	semapv:UnspecifiedMatching	ANGLICAN CATHEDRAL	cathedrals (buildings)	
fish_tmt2:/concepts/70019	skos:broadMatch	aat:300263485	semapv:UnspecifiedMatching	ANIMAL BURIAL	burials	
fish_tmt2:/concepts/142867	skos:closeMatch	aat:300386994	semapv:UnspecifiedMatching	ANTI INVASION DEFENCE SITE	defense installations	
fish_tmt2:/concepts/141942	skos:broadMatch	aat:300006951	semapv:UnspecifiedMatching	ANTI TANK DITCH	field fortifications	
fish_tmt2:/concepts/140527	skos:broadMatch	aat:300036948	semapv:UnspecifiedMatching	ANTI TANK GUN EMPLACEMENT	antitank guns	
fish_tmt2:/concepts/141949	skos:closeMatch	aat:300006914	semapv:UnspecifiedMatching	ANTI TANK OBSTACLE	stockades	
fish_tmt2:/concepts/70432	skos:exactMatch	aat:300006165	semapv:UnspecifiedMatching	AQUEDUCT	aqueducts	
fish_tmt2:/concepts/102912	skos:broadMatch	aat:300000810	semapv:UnspecifiedMatching	ARCHAEOLOGICAL FEATURE	archaeological sites	
fish_tmt2:/concepts/69498	skos:broadMatch	aat:300000885	semapv:UnspecifiedMatching	ARCHITECTURAL FRAGMENT	architectural elements	
fish_tmt2:/concepts/71798	skos:exactMatch	aat:300164117	semapv:UnspecifiedMatching	ARMY CAMP	army camps	
fish_tmt2:/concepts/86499	skos:broadMatch	aat:300117127	semapv:UnspecifiedMatching	ARTEFACT SCATTER	artifacts (object genre)	
fish_tmt2:/concepts/70153	skos:broadMatch	aat:300000641	semapv:UnspecifiedMatching	AUGUSTINIAN MONASTERY	monasteries (built complexes)	
fish_tmt2:/concepts/68923	skos:exactMatch	aat:300266040	semapv:UnspecifiedMatching	BAKEHOUSE	bakehouses	
fish_tmt2:/concepts/69009	skos:exactMatch	aat:300006791	semapv:UnspecifiedMatching	BANDSTAND	bandstands	
fish_tmt2:/concepts/68979	skos:broadMatch	aat:300004983	semapv:UnspecifiedMatching	BANJO ENCLOSURE	corrals	
fish_tmt2:/concepts/91126	skos:closeMatch	aat:300008020	semapv:UnspecifiedMatching	BANK (EARTHWORK)	earthworks (engineering works)	
fish_tmt2:/concepts/68916	skos:closeMatch	aat:300005080	semapv:UnspecifiedMatching	Bar	city gates	
fish_tmt2:/concepts/145080	skos:exactMatch	aat:300005158	semapv:UnspecifiedMatching	BAR (LICENCED)	bars (commercial buildings)	
fish_tmt2:/concepts/97262	skos:broadMatch	aat:300011064	semapv:UnspecifiedMatching	BARBED WIRE OBSTRUCTION	barbed wire	
fish_tmt2:/concepts/68547	skos:exactMatch	aat:300004900	semapv:UnspecifiedMatching	BARN	barns	
fish_tmt2:/concepts/68821	skos:exactMatch	aat:300005665	semapv:UnspecifiedMatching	BARRACKS	barracks	
fish_tmt2:/concepts/70000	skos:exactMatch	aat:300391494	semapv:UnspecifiedMatching	BARROW	barrows	
fish_tmt2:/concepts/70054	skos:broadMatch	aat:300391494	semapv:UnspecifiedMatching	BARROW CEMETERY	barrows	
fish_tmt2:/concepts/68678	skos:broadMatch	aat:300008059	semapv:UnspecifiedMatching	BASILICA	public buildings	
fish_tmt2:/concepts/70433	skos:closeMatch	aat:300007353	semapv:UnspecifiedMatching	BATH HOUSE	public baths	
fish_tmt2:/concepts/68712	skos:exactMatch	aat:300007353	semapv:UnspecifiedMatching	BATHS	public baths	
fish_tmt2:/concepts/68824	skos:exactMatch	aat:300002501	semapv:UnspecifiedMatching	BATTERY	batteries (platforms)	
fish_tmt2:/concepts/68758	skos:exactMatch	aat:300000835	semapv:UnspecifiedMatching	BATTLEFIELD	battlefields	
fish_tmt2:/concepts/91156	skos:broadMatch	aat:300005588	semapv:UnspecifiedMatching	BEACH HUT	beach houses	
fish_tmt2:/concepts/68827	skos:closeMatch	aat:300007739	semapv:UnspecifiedMatching	BEACON	beacons	
fish_tmt2:/concepts/70018	skos:closeMatch	aat:300263485	semapv:UnspecifiedMatching	Beaker Burial	burials	
fish_tmt2:/concepts/70310	skos:broadMatch	aat:300001497	semapv:UnspecifiedMatching	BEAM SLOT	beams (structural elements)	
fish_tmt2:/concepts/146404	skos:exactMatch	aat:300004760	semapv:UnspecifiedMatching	BEER CELLAR	beer cellars	
fish_tmt2:/concepts/69965	skos:exactMatch	aat:300137347	semapv:UnspecifiedMatching	Belfry	belfries (equipment spaces)	
fish_tmt2:/concepts/70011	skos:broadMatch	aat:300391494	semapv:UnspecifiedMatching	BELL BARROW	barrows	
fish_tmt2:/concepts/69103	skos:broadMatch	aat:300266773	semapv:UnspecifiedMatching	BELL PIT	foundries	
fish_tmt2:/concepts/69591	skos:exactMatch	aat:300038494	semapv:UnspecifiedMatching	BENCH	benches (furniture)	
fish_tmt2:/concepts/69180	skos:exactMatch	aat:300379639	semapv:UnspecifiedMatching	BLOOMERY	bloomeries	
fish_tmt2:/concepts/127133	skos:closeMatch	aat:300387501	semapv:UnspecifiedMatching	BOAT SHED	boatyards	
fish_tmt2:/concepts/125633	skos:broadMatch	aat:300000385	semapv:UnspecifiedMatching	BONE WORKING SITE	industrial complexes	
fish_tmt2:/concepts/118873	skos:broadMatch	aat:300048803	semapv:UnspecifiedMatching	Boom Defence	coastal fortifications	
fish_tmt2:/concepts/68924	skos:closeMatch	aat:300005677	semapv:UnspecifiedMatching	BOTHY	bothies	
fish_tmt2:/concepts/70323	skos:exactMatch	aat:300055590	semapv:UnspecifiedMatching	BOUNDARY	boundaries	
fish_tmt2:/concepts/70324	skos:broadMatch	aat:300055590	semapv:UnspecifiedMatching	BOUNDARY BANK	boundaries	
fish_tmt2:/concepts/70326	skos:broadMatch	aat:300055590	semapv:UnspecifiedMatching	BOUNDARY DITCH	boundaries	
fish_tmt2:/concepts/70332	skos:exactMatch	aat:300100558	semapv:UnspecifiedMatching	BOUNDARY WALL	boundary walls	
fish_tmt2:/concepts/70012	skos:broadMatch	aat:300391494	semapv:UnspecifiedMatching	BOWL BARROW	barrows	
fish_tmt2:/concepts/68829	skos:exactMatch	aat:300002487	semapv:UnspecifiedMatching	BREASTWORK	breastworks	
fish_tmt2:/concepts/69053	skos:exactMatch	aat:300022989	semapv:UnspecifiedMatching	BRICK KILN	brick kilns	
fish_tmt2:/concepts/69055	skos:exactMatch	aat:300006278	semapv:UnspecifiedMatching	BRICKWORKS	brickworks (factories)	
fish_tmt2:/concepts/70214	skos:exactMatch	aat:300007836	semapv:UnspecifiedMatching	BRIDGE	bridges (built works)	
fish_tmt2:/concepts/143003	skos:exactMatch	aat:300004863	semapv:UnspecifiedMatching	BROCH	brochs	
fish_tmt2:/concepts/70336	skos:exactMatch	aat:300004792	semapv:UnspecifiedMatching	BUILDING	buildings (structures)	
fish_tmt2:/concepts/70337	skos:broadMatch	aat:300132129	semapv:UnspecifiedMatching	BUILDING PLATFORM	platforms (floors)	
fish_tmt2:/concepts/127993	skos:broadMatch	aat:300055399	semapv:UnspecifiedMatching	BURGAGE PLOT	land use	
fish_tmt2:/concepts/68679	skos:broadMatch	aat:300387238	semapv:UnspecifiedMatching	BURH	fortified settlements	
fish_tmt2:/concepts/70018	skos:exactMatch	aat:300263485	semapv:UnspecifiedMatching	BURIAL	burials	
fish_tmt2:/concepts/70044	skos:exactMatch	aat:300006960	semapv:UnspecifiedMatching	BURIAL CAIRN	cairns	
fish_tmt2:/concepts/70044	skos:exactMatch	aat:300005903	semapv:UnspecifiedMatching	Burial Mound	burial mounds	
fish_tmt2:/concepts/70000	skos:exactMatch	aat:300005903	semapv:UnspecifiedMatching	Burial Mound	burial mounds	
fish_tmt2:/concepts/70038	skos:closeMatch	aat:300387004	semapv:UnspecifiedMatching	BURIAL PIT	burial sites	
fish_tmt2:/concepts/142968	skos:broadMatch	aat:300014330	semapv:UnspecifiedMatching	BURIED LAND SURFACE	soil	
fish_tmt2:/concepts/140223	skos:broadMatch	aat:300014330	semapv:UnspecifiedMatching	BURIED SOIL HORIZON	soil	
fish_tmt2:/concepts/68925	skos:exactMatch	aat:300375754	semapv:UnspecifiedMatching	BURNT MOUND	burnt mounds	
fish_tmt2:/concepts/143179	skos:broadMatch	aat:300379670	semapv:UnspecifiedMatching	BUTCHERY SITE	butchering	
fish_tmt2:/concepts/91656	skos:closeMatch	aat:300265627	semapv:UnspecifiedMatching	Byre	cow houses	
fish_tmt2:/concepts/68781	skos:closeMatch	aat:300004342	semapv:UnspecifiedMatching	CAFE	cafeterias (eating and drinking spaces)	
fish_tmt2:/concepts/68612	skos:exactMatch	aat:300006960	semapv:UnspecifiedMatching	CAIRN	cairns	
fish_tmt2:/concepts/70055	skos:broadMatch	aat:300006960	semapv:UnspecifiedMatching	CAIRN CEMETERY	cairns	
fish_tmt2:/concepts/68614	skos:broadMatch	aat:300006960	semapv:UnspecifiedMatching	CAIRNFIELD	cairns	
fish_tmt2:/concepts/159207	skos:exactMatch	aat:300000819	semapv:UnspecifiedMatching	CAMPSITE	camp sites (recreation spaces)	
fish_tmt2:/concepts/70288	skos:exactMatch	aat:300006075	semapv:UnspecifiedMatching	CANAL	canals (waterways)	
fish_tmt2:/concepts/70290	skos:broadMatch	aat:300006075	semapv:UnspecifiedMatching	CANAL BASIN	canals (waterways)	
fish_tmt2:/concepts/70215	skos:broadMatch	aat:300007836	semapv:UnspecifiedMatching	CANAL BRIDGE	bridges (built works)	
fish_tmt2:/concepts/71379	skos:exactMatch	aat:300312219	semapv:UnspecifiedMatching	CANTEEN	canteens (eating and recreation spaces)	
fish_tmt2:/concepts/143165	skos:closeMatch	aat:300000534	semapv:UnspecifiedMatching	CARAVAN PARK	trailer camps	
fish_tmt2:/concepts/70347	skos:broadMatch	aat:300047203	semapv:UnspecifiedMatching	CARVED STONE	carvings (visual works)	
fish_tmt2:/concepts/70347	skos:broadMatch	aat:300047203	semapv:UnspecifiedMatching	CARVED STONE	carvings (visual works)	
fish_tmt2:/concepts/70348	skos:exactMatch	aat:300047203	semapv:UnspecifiedMatching	CARVING	carvings (visual works)	
fish_tmt2:/concepts/68833	skos:exactMatch	aat:300006891	semapv:UnspecifiedMatching	CASTLE	castles (fortifications)	
fish_tmt2:/concepts/69975	skos:exactMatch	aat:300007501	semapv:UnspecifiedMatching	CATHEDRAL	cathedrals (buildings)	
fish_tmt2:/concepts/69977	skos:closeMatch	aat:300387001	semapv:UnspecifiedMatching	CATHEDRAL PRECINCT	holy precincts	
fish_tmt2:/concepts/70272	skos:exactMatch	aat:300008231	semapv:UnspecifiedMatching	CAUSEWAY	causeways	
fish_tmt2:/concepts/69978	skos:broadMatch	aat:300263489	semapv:UnspecifiedMatching	CAUSEWAYED ENCLOSURE	ceremonial structures	
fish_tmt2:/concepts/70384	skos:exactMatch	aat:300008746	semapv:UnspecifiedMatching	CAVE	caves	
fish_tmt2:/concepts/70384	skos:closeMatch	aat:300048808	semapv:UnspecifiedMatching	Cave Site	cave dwellings	
fish_tmt2:/concepts/70341	skos:exactMatch	aat:300004759	semapv:UnspecifiedMatching	CELLAR	cellars (storerooms)	
fish_tmt2:/concepts/70053	skos:exactMatch	aat:300266755	semapv:UnspecifiedMatching	CEMETERY	cemeteries	
fish_tmt2:/concepts/68759	skos:exactMatch	aat:300007027	semapv:UnspecifiedMatching	CENOTAPH	cenotaphs	
fish_tmt2:/concepts/68760	skos:broadMatch	aat:300006961	semapv:UnspecifiedMatching	CENTURIAL STONE	markers (monuments)	
fish_tmt2:/concepts/70434	skos:closeMatch	aat:300052556	semapv:UnspecifiedMatching	CESS PIT	cesspools	
fish_tmt2:/concepts/69058	skos:broadMatch	aat:300000402	semapv:UnspecifiedMatching	CHALK PIT	quarries (extracting complexes)	
fish_tmt2:/concepts/70045	skos:broadMatch	aat:300005935	semapv:UnspecifiedMatching	CHAMBERED CAIRN	chamber tombs	
fish_tmt2:/concepts/70064	skos:closeMatch	aat:300005935	semapv:UnspecifiedMatching	CHAMBERED TOMB	chamber tombs	
fish_tmt2:/concepts/69967	skos:exactMatch	aat:300004590	semapv:UnspecifiedMatching	CHAPEL	chapels (rooms or structures)	
fish_tmt2:/concepts/69974	skos:exactMatch	aat:300007418	semapv:UnspecifiedMatching	CHAPTER HOUSE	chapter houses	
fish_tmt2:/concepts/91432	skos:broadMatch	aat:300164121	semapv:UnspecifiedMatching	CHARCOAL PRODUCTION SITE	processing plants	
fish_tmt2:/concepts/70026	skos:broadMatch	aat:300263485	semapv:UnspecifiedMatching	Chariot Burial	burials	
fish_tmt2:/concepts/69980	skos:relatedMatch	aat:300007466	semapv:UnspecifiedMatching	CHURCH	churches (buildings)	
fish_tmt2:/concepts/70061	skos:exactMatch	aat:300008170	semapv:UnspecifiedMatching	CHURCHYARD	churchyards	
fish_tmt2:/concepts/70029	skos:closeMatch	aat:300124808	semapv:UnspecifiedMatching	CINERARY URN	cremation urns	
fish_tmt2:/concepts/70356	skos:broadMatch	aat:300004983	semapv:UnspecifiedMatching	CIRCULAR ENCLOSURE	corrals	
fish_tmt2:/concepts/70071	skos:exactMatch	aat:300005941	semapv:UnspecifiedMatching	CIST	cist graves	
fish_tmt2:/concepts/70062	skos:closeMatch	aat:300005941	semapv:UnspecifiedMatching	CIST GRAVE CEMETERY	cist graves	
fish_tmt2:/concepts/70435	skos:exactMatch	aat:300052558	semapv:UnspecifiedMatching	CISTERN	cisterns (plumbing components)	
fish_tmt2:/concepts/68915	skos:broadMatch	aat:300005072	semapv:UnspecifiedMatching	City Defences	city walls	
fish_tmt2:/concepts/91489	skos:exactMatch	aat:300000701	semapv:UnspecifiedMatching	CIVIC CENTRE	civic centres	
fish_tmt2:/concepts/68675	skos:closeMatch	aat:300008059	semapv:UnspecifiedMatching	CIVIL	public buildings	
fish_tmt2:/concepts/91495	skos:broadMatch	aat:300000390	semapv:UnspecifiedMatching	CLAY EXTRACTION SITE	mines (extracting complexes)	
fish_tmt2:/concepts/69086	skos:broadMatch	aat:300022798	semapv:UnspecifiedMatching	CLAY PIPE KILN	kilns	
fish_tmt2:/concepts/68613	skos:broadMatch	aat:300006960	semapv:UnspecifiedMatching	CLEARANCE CAIRN	cairns	
fish_tmt2:/concepts/70342	skos:exactMatch	aat:300007423	semapv:UnspecifiedMatching	CLOISTER	cloisters	
fish_tmt2:/concepts/70129	skos:broadMatch	aat:300004026	semapv:UnspecifiedMatching	CLUNIAC CELL	cells (interior spaces)	
fish_tmt2:/concepts/70158	skos:broadMatch	aat:300000641	semapv:UnspecifiedMatching	CLUNIAC MONASTERY	monasteries (built complexes)	
fish_tmt2:/concepts/70177	skos:broadMatch	aat:300000645	semapv:UnspecifiedMatching	Cluniac Priory	priories	
fish_tmt2:/concepts/91536	skos:closeMatch	aat:300000396	semapv:UnspecifiedMatching	COAL MINING SITE	coal mines	
fish_tmt2:/concepts/69104	skos:closeMatch	aat:300380157	semapv:UnspecifiedMatching	COAL WORKINGS	colliers	
fish_tmt2:/concepts/71817	skos:broadMatch	aat:300048803	semapv:UnspecifiedMatching	COASTAL BATTERY	coastal fortifications	
fish_tmt2:/concepts/87145	skos:broadMatch	aat:300065054	semapv:UnspecifiedMatching	Coastal Battery Observation Post	observation decks	
fish_tmt2:/concepts/94351	skos:closeMatch	aat:300048803	semapv:UnspecifiedMatching	COASTAL DEFENCE SITE	coastal fortifications	
fish_tmt2:/concepts/68880	skos:closeMatch	aat:300006894	semapv:UnspecifiedMatching	Coastal Fort	fortresses	
fish_tmt2:/concepts/91548	skos:closeMatch	aat:300007831	semapv:UnspecifiedMatching	COASTGUARD TOWER	coastguard stations	
fish_tmt2:/concepts/78156	skos:broadMatch	aat:300053677	semapv:UnspecifiedMatching	Cobbled Surface	paving	
fish_tmt2:/concepts/70074	skos:exactMatch	aat:300197585	semapv:UnspecifiedMatching	COFFIN	coffins	
fish_tmt2:/concepts/69985	skos:broadMatch	aat:300197585	semapv:UnspecifiedMatching	COFFIN STONE	coffins	
fish_tmt2:/concepts/68695	skos:exactMatch	aat:300312285	semapv:UnspecifiedMatching	COLLEGE	colleges (institutions)	
fish_tmt2:/concepts/70720	skos:exactMatch	aat:300266759	semapv:UnspecifiedMatching	COLLIERY	collieries	
fish_tmt2:/concepts/70311	skos:closeMatch	aat:300001571	semapv:UnspecifiedMatching	COLUMN	columns (architectural elements)	
fish_tmt2:/concepts/68757	skos:closeMatch	aat:300006956	semapv:UnspecifiedMatching	COMMEMORATIVE	memorials (structures)	
fish_tmt2:/concepts/68765	skos:exactMatch	aat:300006956	semapv:UnspecifiedMatching	COMMEMORATIVE MONUMENT	memorials (structures)	
fish_tmt2:/concepts/68777	skos:closeMatch	aat:300132652	semapv:UnspecifiedMatching	COMMERCIAL	commercial complexes	
fish_tmt2:/concepts/68615	skos:exactMatch	aat:300008666	semapv:UnspecifiedMatching	Common	common land (cultural landscape)	
fish_tmt2:/concepts/71344	skos:closeMatch	aat:300122187	semapv:UnspecifiedMatching	COMMUNICATIONS	communications structures	
fish_tmt2:/concepts/91593	skos:exactMatch	aat:300008144	semapv:UnspecifiedMatching	COMMUNITY GARDEN	community gardens	
fish_tmt2:/concepts/91618	skos:closeMatch	aat:300375754	semapv:UnspecifiedMatching	COOKING PIT	burnt mounds	
fish_tmt2:/concepts/69271	skos:broadMatch	aat:300103997	semapv:UnspecifiedMatching	Copper Smelting Works	smelters (metalworking plants)	
fish_tmt2:/concepts/69219	skos:broadMatch	aat:300103997	semapv:UnspecifiedMatching	COPPER WORKING SITE	smelters (metalworking plants)	
fish_tmt2:/concepts/70741	skos:broadMatch	aat:300132451	semapv:UnspecifiedMatching	COPPICE	woods (plant communities)	
fish_tmt2:/concepts/70741	skos:broadMatch	aat:300132451	semapv:UnspecifiedMatching	Copse	woods (plant communities)	
fish_tmt2:/concepts/68580	skos:closeMatch	aat:300209521	semapv:UnspecifiedMatching	Corn Drier	corn dryers	
fish_tmt2:/concepts/68579	skos:closeMatch	aat:300209521	semapv:UnspecifiedMatching	CORN DRYING KILN	corn dryers	
fish_tmt2:/concepts/68580	skos:closeMatch	aat:300003650	semapv:UnspecifiedMatching	CORN DRYING OVEN	ovens (baking equipment)	
fish_tmt2:/concepts/71509	skos:closeMatch	aat:300000323	semapv:UnspecifiedMatching	COUNCIL HOUSE	public housing	
fish_tmt2:/concepts/70430	skos:exactMatch	aat:300004095	semapv:UnspecifiedMatching	COURTYARD	courtyards	
fish_tmt2:/concepts/78149	skos:broadMatch	aat:300006983	semapv:UnspecifiedMatching	COVE	megalithic monuments	
fish_tmt2:/concepts/91656	skos:exactMatch	aat:300265627	semapv:UnspecifiedMatching	COW HOUSE	cow houses	
fish_tmt2:/concepts/91658	skos:broadMatch	aat:300000816	semapv:UnspecifiedMatching	CRAFT INDUSTRY SITE	industrial sites	
fish_tmt2:/concepts/70028	skos:closeMatch	aat:300266356	semapv:UnspecifiedMatching	CREMATION	cremations	
fish_tmt2:/concepts/142070	skos:closeMatch	aat:300266356	semapv:UnspecifiedMatching	CREMATION BURIAL	cremations	
fish_tmt2:/concepts/70056	skos:closeMatch	aat:300005871	semapv:UnspecifiedMatching	CREMATION CEMETERY	crematoria	
fish_tmt2:/concepts/70040	skos:broadMatch	aat:300266356	semapv:UnspecifiedMatching	CREMATION PIT	cremations	
fish_tmt2:/concepts/68617	skos:closeMatch	aat:300000211	semapv:UnspecifiedMatching	CROFT	small holdings	
fish_tmt2:/concepts/70412	skos:closeMatch	aat:300248611	semapv:UnspecifiedMatching	Crop Mark	crop marks	
fish_tmt2:/concepts/91673	skos:broadMatch	aat:300005433	semapv:UnspecifiedMatching	CROSS PASSAGE HOUSE	houses	
fish_tmt2:/concepts/70082	skos:closeMatch	aat:300391173	semapv:UnspecifiedMatching	CROSS SLAB	grave crosses	
fish_tmt2:/concepts/70033	skos:broadMatch	aat:300263485	semapv:UnspecifiedMatching	CROUCHED INHUMATION	burials	
fish_tmt2:/concepts/91680	skos:closeMatch	aat:300001846	semapv:UnspecifiedMatching	CRUCK HOUSE	crucks	
fish_tmt2:/concepts/70079	skos:closeMatch	aat:300004618	semapv:UnspecifiedMatching	CRYPT	crypts	
fish_tmt2:/concepts/68618	skos:broadMatch	aat:300132443	semapv:UnspecifiedMatching	CULTIVATION MARKS	cropland	
fish_tmt2:/concepts/70439	skos:exactMatch	aat:300006116	semapv:UnspecifiedMatching	CULVERT	culverts	
fish_tmt2:/concepts/69995	skos:broadMatch	aat:300080131	semapv:UnspecifiedMatching	CUP AND RING MARKED STONE	rock carvings	
fish_tmt2:/concepts/69996	skos:broadMatch	aat:300080131	semapv:UnspecifiedMatching	CUP MARKED STONE	rock carvings	
fish_tmt2:/concepts/69997	skos:broadMatch	aat:300006983	semapv:UnspecifiedMatching	CURSUS	megalithic monuments	
fish_tmt2:/concepts/71391	skos:exactMatch	aat:300002504	semapv:UnspecifiedMatching	CURTAIN WALL	curtain walls (fortification elements)	
fish_tmt2:/concepts/70355	skos:broadMatch	aat:300008420	semapv:UnspecifiedMatching	CURVILINEAR ENCLOSURE	agricultural settlements	
fish_tmt2:/concepts/68557	skos:closeMatch	aat:300083012	semapv:UnspecifiedMatching	DAIRY	dairies (non- mechanized)	
fish_tmt2:/concepts/70440	skos:exactMatch	aat:300006084	semapv:UnspecifiedMatching	DAM	dams (hydraulic structures)	
fish_tmt2:/concepts/68589	skos:closeMatch	aat:300254248	semapv:UnspecifiedMatching	DEER PARK	parks (grounds)	
fish_tmt2:/concepts/68808	skos:closeMatch	aat:300386994	semapv:UnspecifiedMatching	DEFENCE	defense installations	
fish_tmt2:/concepts/97280	skos:closeMatch	aat:300167671	semapv:UnspecifiedMatching	DESERTED SETTLEMENT	deserted settlements	
fish_tmt2:/concepts/70351	skos:exactMatch	aat:300006178	semapv:UnspecifiedMatching	DITCH	ditches	
fish_tmt2:/concepts/70361	skos:broadMatch	aat:300008420	semapv:UnspecifiedMatching	DITCHED ENCLOSURE	agricultural settlements	
fish_tmt2:/concepts/91736	skos:broadMatch	aat:300120801	semapv:UnspecifiedMatching	DOCK AND HARBOUR INSTALLATION	docks	
fish_tmt2:/concepts/68921	skos:broadMatch	aat:300257729	semapv:UnspecifiedMatching	DOMESTIC	residential structures	
fish_tmt2:/concepts/143471	skos:broadMatch	aat:300005425	semapv:UnspecifiedMatching	DOMESTIC SITE	dwellings	
fish_tmt2:/concepts/129049	skos:closeMatch	aat:300004531	semapv:UnspecifiedMatching	DOMESTIC WORKSHOP	workshops (work spaces)	
